id,structure_2d4f7,structure_9a902,structure_09a0d,structure_4ba1e,structure_6e192,structure_14946,structure_ae7b1,structure_c804d,structure_08dde,structure_f9c34,structure_5b67e,structure_cebbc,structure_4232e,structure_98c95,structure_e8a49,structure_6512d,structure_26945,structure_efa2a,structure_2c303,structure_7965f,structure_17328,structure_1b965,structure_e751b,structure_21d54,structure_c74fc,structure_97898,structure_6741c,structure_5aa52,structure_168e1,structure_9946a,structure_2ce40,structure_682d8,structure_464ae,structure_65f05,structure_fc149,structure_9db62,structure_205ef,structure_c2189,structure_81ea2,structure_6b37b,structure_f2d10,structure_b806b,structure_b89ee,structure_c8a84,structure_ffe31,structure_0f024,structure_ac2e8,structure_b98ed,structure_6a55e,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
dae6b,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gemini-v15-pro,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,-0.9861087508551025,-2.4076454131062506,0.018573719537147534,25.093332002987154,9223247.389275348,99.82731666331917,True,True,False
e60bf,gpt-4-turbo,original,original,gemini-v15-pro,original,original,original,original,gemini-v15-pro,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,-1.2392840270768875,1.8945515418292755,-0.010087135562133646,25.15624175700941,8835774.103734119,99.85593334107901,True,False,True
f51af,original,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,0.19385366230974324,1.3317200015780468,0.007692891108968523,24.800131394003984,8886464.992224751,99.83818072022922,False,False,False
d2433,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,-0.8131090779891981,0.6640939170436639,0.0069261985696540814,25.050344524002867,8946594.10188599,99.8389462310021,True,False,False
b3555,original,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-2.0014242716250146,1.3572361141975444,0.02589590805384344,25.3456206569972,8884166.907758959,99.82000576109544,True,False,False
dd35d,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,0.04362016191302051,-0.08749138159258378,0.07733255495319918,24.83746186598728,9014284.918479819,99.7686483977416,False,True,False
a6171,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.8922902470715588,-1.6765967625863563,0.005501935777969015,25.07001969902194,9157406.186402833,99.84036829846009,True,True,False
94558,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.012431715282792334,-1.801188315574174,0.012430169999459038,24.851389805000508,9168627.40637313,99.83345074329733,True,True,False
2f348,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,0.22304489791510115,-1.6555081581603401,0.018835081333893507,24.7928778679925,9155506.861260349,99.82705570438091,False,True,False
38aab,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.26904083579827204,-0.9087816959743663,0.06732805536783941,24.915152810979635,9088253.651159903,99.77863747656674,True,True,False
aa061,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,-0.19538174671152134,0.6917883289486934,-0.0061379014170222825,24.896849779004697,8944099.830962464,99.85199019421415,True,False,True
b26c8,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,original,original,gemini-v15-pro,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,0.0627579936331068,1.2849277684906377,0.058197514239708314,24.832706440007314,8890679.29028737,99.7877539440389,False,False,False
31179,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,0.08871153498559188,-0.4065114916814039,-0.008106069817536535,24.826257426000666,9043017.16191373,99.85395532891441,False,True,True
7bd26,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,0.09983595372114958,-2.141484618679801,-0.019242508475977832,24.823493196978234,9199275.869937915,99.8650746020616,False,True,True
47e1f,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.004562311984412964,-3.0422668750273236,0.044866593123981884,24.849434392002877,9280403.968925528,99.8010643171066,True,True,False
0826b,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.040652240610994074,0.9265771637508553,0.04063572127982699,24.858402126003057,8922953.79739354,99.80528866755908,True,False,False
c47a5,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.2806618035836622,-0.17547842999569616,0.07890869654520233,24.918040424003266,9022209.388485944,99.7670746855866,True,True,False
308f7,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.17014868920583312,0.910224275610413,0.008908219612891153,24.890579792991048,8924426.604743421,99.83696726501134,True,False,False
54023,original,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,-0.38918407759758156,-1.9276964444857507,-0.01382539709337601,24.945006365014706,9180021.240934983,99.85966584051948,True,True,True
f8c72,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,0.06694506470923184,-1.5836753622053494,0.013676747385187003,24.83166602399433,9149037.308669,99.83220608736413,False,True,False
a9bf2,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.5128970683133862,1.8888750538768027,-0.01102863137524179,24.975746940996032,8836285.351234017,99.85687338568698,True,False,True
9f906,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,original,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,0.030997693113098912,-1.8079004725722898,0.009311521337214489,24.840598334994866,9169231.930422673,99.83656458492922,False,True,False
1d1e6,original,original,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.17526507938812522,-0.34470949429722375,0.054251012028310446,24.89185112901032,9037451.023675455,99.791694363181,True,True,False
f92e7,gpt-4-turbo,original,original,original,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,-0.1886544818209023,-1.7129525484819084,0.027377520527363863,24.895178167993436,9160680.535754325,99.81852643235341,True,True,False
03c07,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,-0.2528880613882497,0.5687028436682822,0.011022218951362697,24.911139121017186,8955185.408374099,99.83485652415438,True,False,False
7bc57,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.1804133226995311,-0.5518561992936988,-0.02108028612338726,24.893130379990907,9056107.49505851,99.86690954699077,True,True,True
cf701,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-1.0739268082980904,-0.12442509842407497,0.02568642446834787,25.115153298000223,9017611.318632543,99.82021492178662,True,True,False
8d76a,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,-0.8094876511901962,0.2535217968566268,0.04331677348127282,25.049444660980953,8983571.890217599,99.80261174788448,True,False,False
23763,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.36270848850515447,-0.9148486022290436,-4.828918747361917e-05,24.938427631015657,9088800.061313644,99.8459099684061,True,True,True
bd2d6,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,original,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-2.2834558187920915,-0.06388076372245871,0.025714271526074202,25.41570070400485,9012158.450590128,99.82018711765186,True,True,False
31e84,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.9297048577318755,0.4465919606793626,0.0026348155727435787,25.079316593997646,8966183.209155343,99.84323099933651,True,False,False
